reviewTitle,reviewBody,final_sentiment,cluster,aspects
Pockets do not stay closed with the current velcro.,"I work in a Safeway Fuel Station in Newport, WA.  My boss purchased a Dib Safety Vest for me previously.  I ordered another one so I would not have to wash the one I already have so frequently.  My only complaint is that the pockets do not stay closed with the velcro.  I am forever trying to re-close them.  Otherwise, I love everything else about the vest.",positive,0,"['work', 'is', 'love']"
Don’t waste your money,Piece of cloth with no cooling observed whatsoever.,positive,0,[]
I love this soap,This soap works great !,positive,0,"['works', 'works']"
Needs some tweaking,"I purchased this as only a rear support harness.  If it is not attached to anything at the front half of the body it will slide off my dog rather easily.  I also had to modify the belly band because, despite the u shaped area for male dogs, it continually got peed on.  I ended up just wrapping the whole belly band with self adhesive wrap to keep that piece out of the way.  It's not perfect but it works for now.  It is far superior to not having anything at all and provides good stability for my DM Boxer.",positive,0,"['harness', ""'s"", ""'s"", 'is', 'stability', 'provides']"
works well,easy to use and a “MUST HAVE” to reset TPMS system after moving tires to different position,positive,0,['easy']
WOW! KEiiD Nailed It!,"The sound quality is everything I was hoping for. Rich, warm Bass, Crisp, clean Treble. Every song sounds better than I expected, so I keep going from one favorite song to the next. The controls are easy to figure out and when you ask it to do something, it does it instantly. It has plenty of volume. Half way up, is all the distortion free volume my ears can handle. Everything about this machine just shouts: ""High quality and very well thought out.""",positive,0,"['Treble', 'Bass', 'Bass', 'Treble', 'sounds', 'song', 'are', 'does', 'free', 'volume', 'thought']"
TaoTronics vs Homech Tower Fan,"They are almost identical. Homech is slightly taller and narrower but a bit nosier, and the bottoms are located on the top, not in the front like TaoTronic so this is just personal preference. The base, both are not very steady. Personally, I like TaoTronics a bit more.",positive,0,"['on', 'front', 'are', 'like']"
Working Great,"Working great, no complaints",positive,0,"['complaints', 'Working', 'complaints']"
Fit,Would not fit over my teeth to short from  top to bottom,negative,1,['from']
Just get it,"I love everything about it, especially the adjustable clip. Is much thinner than other holster I've tried making is more comfortable and less noticeable",negative,1,"['love', 'clip', 'is']"
Does the job just fine,"We recently ran out of butane on our old flexible neck gas lighter, which has lasted us near a decade (we obviously don't light many things, other than the occasional birthday candles). Decided to see what's new in the world of lighter technology and saw these newfangled plasma arc lighters and had to give it a try. This brand seems to have the most established presence, and I chose this model because of the extra safety slider over the activation button (seems a bit more failsafe when this goes into a drawer). The lighter does the job just fine, lighting candles with ease. We've already made use of it several times due to a couple recent unexpected power outages. Not sure how well the tip will stand up over time, but it's nice not having to get butane refills.",positive,0,"['neck', 'on', 'saw', 'candles', 'with', 'outages', 'stand', ""'s""]"
Perfect Part,This part was a perfect fit for my Chevy S10. I have installed the part and it does the job quit well. I now have all my blower speeds for my air and heat in the truck. Thanks,positive,0,"['fit', 'quit', 'Thanks']"
Light brown color is more reddish brown,"Tried this because it's cheaper than my usual brand. It works ok, however the light brown is more of a medium reddish brown.",positive,0,"[""'s"", 'is']"
Beat buy,Great work right away,positive,0,"['work', 'work', 'away']"
love love love!!!,"last year i lost my childhood best friend, i’ve wanted something in memory of her for awhile now and couldn’t decide on what to buy. i ran across these necklaces while scrolling through Amazon, i cant even begin to put into to words how much i love it. it doesn’t replace her but its something small to carry around and keep her memory with me.",positive,0,"['wanted', 'friend', 'begin']"
Double door dilemma,"I was replacing the same unit that went bad.  Water somehow got in and corroded the battery terminals.  Hope it won't happen on the replacement.  It was hard to get the second door programmed, I found the steps a little confusing.  Now it's programmed, it will only operate one door ""at a time"", meaning if I operate door 1, I can't operate door 2 right away, I need to wait until the remote is no longer working door 1 so I can input the code and select door 2.  A bit of a pain.",positive,0,"['went', 'got', 'was', 'found', 'away', 'wait', 'of']"
No bones in soup,Prevents any bony remnants from turning up in soup (aargh). Great way to add flavorful spices while keeping broth clear and uniform.,negative,1,"['way', 'keeping']"
"Great vaule,  great price, great lights",Loved these lights!!! Better and brighter than the first one I bought. 4 lights really make a difference!!! Light up my garage and highly recommend!,positive,0,"['Loved', 'Better', 'Better', 'garage']"
Works better than anything I've tried over the years,"This extremely absorbant cream goes on easily and leaves no residue.  When used regularly it is effective. I've used many foot creams in the past,  but the ingredients in this product is noticeably making the difference.",positive,0,['is']
really good cards and envelopes!,"i absolutely love the colours of these cards! they’re really good material as well!! the only issue i had at first was that i couldn’t use regular markers on them, so i had to use sharpies, but i used metallic ones a few times and they look great!",positive,0,"['love', 'material', '’re', 'was', 'look']"
Cozy nightie,It is soft and very comfortable.,negative,1,"['is', 'soft']"
Cute but not worth so much money,The outside and the little individual boxes inside are cute and plastic but the separators are very flimsy cardboard.  It works but it leaves me concerned it won’t last long. Not worth the $35 I paid for it.,positive,0,"['are', 'cardboard', 'works', 'leaves', 'worth']"
works as described,wokred as it should. comes in handy to have incase you ever have to use again,negative,1,['in']
Quality,Great instructions and build quality!!,positive,0,['instructions']
Love them!,I been looking for these for months and I finally got them! They’re so good!,positive,0,['’re']
Noice,It stand up on its own. It has an expensive look that elevates my fit,positive,0,"['look', 'look']"
Great product,I’ve been struggling to use regular eyelashes. I always mess up with a glue but this one is a game changer. Super easy to apply the liner (just need to wait a bit to dry) and apply the lashes. No mess and takes minimum of time to do it. Would definitely recommend this product.,positive,0,"['struggling', 'mess', 'need', 'Super', 'mess', 'recommend']"
crystal clear night vision.,The night vision on this dash cam is superb compared to the last dash cam I own. I can zoom in on the license plates and view them as clear as daytime. The free SD card that comes with it is also sweet.,positive,0,"['is', 'view', 'SD', 'is']"
Nope!,Nope not very good at all.  Does not protect the charging cord from bending.  I would not buy again!,positive,0,"['good', 'protect']"
Not Sturdy - broke on first use,"Bought this item for the sheer number of screws, nuts and spacers as well as the innovative storage arrangement. Unfortunately, on the latter the product disappointed completely as it broke on first use. Construction is flimsy and not appropriate to support the relatively heavy weight to carry the 3 compartments as a single unit. Furthermore on 2 of 3 compartments one of the latches to hold the lid with the rest of the body don't close properly",positive,0,"['as', 'arrangement', 'disappointed', 'disappointed', 'disappointed', 'is', 'flimsy', 'appropriate', 'close']"
