reviewTitle,title_result,reviewBody,body_result,aspects
Cool to have,"[{'overall_score': 'positive', 'aspects': ['cool'], 'sentiments': [{'word': 'cool', 'sentiment': 'positive'}]}]",Nasty taste,"[{'overall_score': 'negative', 'aspects': ['taste'], 'sentiments': [{'word': 'nasty', 'sentiment': 'negative'}]}]","['cool', 'taste']"
Love it,"[{'overall_score': 'positive', 'aspects': [], 'sentiments': [{'word': 'love', 'sentiment': 'positive'}]}]",Great to keep butter,"[{'overall_score': 'positive', 'aspects': ['butter'], 'sentiments': [{'word': 'great', 'sentiment': 'positive'}]}]",['butter']
What is pictured in the product page is FRAUD,"[{'overall_score': 'negative', 'aspects': ['product', 'page', 'fraud'], 'sentiments': [{'word': 'fraud', 'sentiment': 'negative'}]}]","Funny thing, I ordered this before due to the pandemic and used it and was happy with the product. I made a second order, and they only shipped 3 items instead of 4. I started looking into it, and realized that they are shipping something other than what they are advertising.","[{'overall_score': 'negative', 'aspects': ['thing', 'pandemic', 'product', 'i', 'order', 'items', 'i', 'something'], 'sentiments': [{'word': 'funny', 'sentiment': 'negative'}, {'word': 'happy', 'sentiment': 'positive'}]}]","['product', 'page', 'fraud', 'thing', 'pandemic', 'product', 'i', 'order', 'items', 'i', 'something']"
I think it works it’s just difficult with a marker,"[{'overall_score': 'positive', 'aspects': ['i', '’', 'marker'], 'sentiments': [{'word': 'works', 'sentiment': 'positive'}, {'word': 'difficult', 'sentiment': 'negative'}]}]",I have a male cat that just insists upon marking I’ve tried this and the remover I think it probably does it’s job but he is doing his job stronger LOL,"[{'overall_score': 'negative', 'aspects': ['i', 'cat', 'remover', 'i', 'job', 'job', 'lol'], 'sentiments': [{'word': 'stronger', 'sentiment': 'positive'}]}]","['i', '’', 'marker', 'i', 'cat', 'remover', 'i', 'job', 'job', 'lol']"
Buy it!,"[{'overall_score': 'positive', 'aspects': [], 'sentiments': []}]",This stuff is amazing! Held decorations to the wall for 4 days and easy to take down without wall damage.,"[{'overall_score': 'positive', 'aspects': ['stuff', 'decorations', 'wall', 'days', 'damage'], 'sentiments': [{'word': 'amazing', 'sentiment': 'positive'}, {'word': 'easy', 'sentiment': 'positive'}, {'word': 'damage', 'sentiment': 'negative'}]}]","['stuff', 'decorations', 'wall', 'days', 'damage']"
I would like my refund it is dented,"[{'overall_score': 'negative', 'aspects': ['i', 'refund'], 'sentiments': [{'word': 'like', 'sentiment': 'positive'}, {'word': 'refund', 'sentiment': 'positive'}, {'word': 'dented', 'sentiment': 'negative'}]}]",I need to send it back it was a used one the microphone speaker is dented,"[{'overall_score': 'negative', 'aspects': ['i', 'microphone', 'speaker'], 'sentiments': [{'word': 'dented', 'sentiment': 'negative'}]}]","['i', 'refund', 'i', 'microphone', 'speaker']"
2 sizes too small,"[{'overall_score': 'negative', 'aspects': ['sizes'], 'sentiments': []}]",2 sizes too small. Very thin,"[{'overall_score': 'negative', 'aspects': ['sizes'], 'sentiments': []}]","['sizes', 'sizes']"
"Didn't last long, snapped about a week later, no good reason...","[{'overall_score': 'negative', 'aspects': ['week', 'reason'], 'sentiments': [{'word': 'good', 'sentiment': 'positive'}]}]",Cheaply made,"[{'overall_score': 'negative', 'aspects': ['cheaply'], 'sentiments': [{'word': 'cheaply', 'sentiment': 'negative'}]}]","['week', 'reason', 'cheaply']"
Best Invisible bras ever!!!,"[{'overall_score': 'positive', 'aspects': ['bras'], 'sentiments': [{'word': 'best', 'sentiment': 'positive'}, {'word': 'invisible', 'sentiment': 'negative'}]}]","Real product and display picture is consistent, without any color different, material quality is very good! Also, the price is very inexpensive, chest stick very nicely chest, very sticky, together and has good effect, use up very comfortable, without any allergic reactions. It can also use water to clean after use, immediately back to the appearance of new, It's amazing!","[{'overall_score': 'positive', 'aspects': ['product', 'picture', 'color', 'quality', 'price', 'effect', 'reactions', 'water', 'use', 'appearance'], 'sentiments': [{'word': 'consistent', 'sentiment': 'positive'}, {'word': 'good', 'sentiment': 'positive'}, {'word': 'inexpensive', 'sentiment': 'positive'}, {'word': 'nicely', 'sentiment': 'positive'}, {'word': 'sticky', 'sentiment': 'negative'}, {'word': 'good', 'sentiment': 'positive'}, {'word': 'comfortable', 'sentiment': 'positive'}, {'word': 'allergic', 'sentiment': 'negative'}, {'word': 'clean', 'sentiment': 'positive'}, {'word': 'amazing', 'sentiment': 'positive'}]}]","['bras', 'product', 'picture', 'color', 'quality', 'price', 'effect', 'reactions', 'water', 'use', 'appearance']"
Adorable!,"[{'overall_score': 'positive', 'aspects': [], 'sentiments': [{'word': 'adorable', 'sentiment': 'positive'}]}]",Love this accent lamp! Added such character to my kitchen desk! Very well crafted!,"[{'overall_score': 'positive', 'aspects': ['accent', 'lamp', 'character', 'kitchen', 'desk'], 'sentiments': [{'word': 'love', 'sentiment': 'positive'}, {'word': 'well', 'sentiment': 'positive'}]}]","['accent', 'lamp', 'character', 'kitchen', 'desk']"
Disappointed,"[{'overall_score': 'negative', 'aspects': [], 'sentiments': [{'word': 'disappointed', 'sentiment': 'negative'}]}]",Couplings leak intermittently. Especially when there is movement in the hose.  I have a Bostitch pancake compressor and after reading mostly positive reviews I was expecting a solid product. Unfortunately this hose does not meet my expectations and the leaky couplings forces my compressor to run more frequently.,"[{'overall_score': 'negative', 'aspects': ['couplings', 'movement', 'hose', 'i', 'bostitch', 'pancake', 'compressor', 'reviews', 'i', 'product', 'hose', 'expectations', 'couplings', 'forces', 'compressor'], 'sentiments': [{'word': 'leak', 'sentiment': 'negative'}, {'word': 'positive', 'sentiment': 'positive'}, {'word': 'solid', 'sentiment': 'positive'}, {'word': 'unfortunately', 'sentiment': 'negative'}, {'word': 'leaky', 'sentiment': 'negative'}]}]","['couplings', 'movement', 'hose', 'i', 'bostitch', 'pancake', 'compressor', 'reviews', 'i', 'product', 'hose', 'expectations', 'couplings', 'forces', 'compressor']"
Great,"[{'overall_score': 'positive', 'aspects': [], 'sentiments': [{'word': 'great', 'sentiment': 'positive'}]}]",My students absolutely loved these!,"[{'overall_score': 'positive', 'aspects': ['students'], 'sentiments': [{'word': 'loved', 'sentiment': 'positive'}]}]",['students']
Quality great for price,"[{'overall_score': 'positive', 'aspects': ['quality', 'price'], 'sentiments': [{'word': 'great', 'sentiment': 'positive'}]}]",The quality is great for the price! Sticky enough to stay on for long periods of time but don’t hurt when you take them off!,"[{'overall_score': 'positive', 'aspects': ['quality', 'price', 'periods', 'time', '’', 't'], 'sentiments': [{'word': 'great', 'sentiment': 'positive'}, {'word': 'sticky', 'sentiment': 'negative'}, {'word': 'enough', 'sentiment': 'positive'}, {'word': 'hurt', 'sentiment': 'negative'}]}]","['quality', 'price', 'quality', 'price', 'periods', 'time', '’', 't']"
mine doesn't work,"[{'overall_score': 'negative', 'aspects': ['mine'], 'sentiments': [{'word': 'work', 'sentiment': 'positive'}]}]",it doesn't work - I cannot talk through wired headphones and charge the phone at the same time,"[{'overall_score': 'negative', 'aspects': ['i', 'headphones', 'phone', 'time'], 'sentiments': [{'word': 'work', 'sentiment': 'positive'}]}]","['mine', 'i', 'headphones', 'phone', 'time']"
Easy to use and no mess,"[{'overall_score': 'positive', 'aspects': ['mess'], 'sentiments': [{'word': 'easy', 'sentiment': 'positive'}, {'word': 'mess', 'sentiment': 'negative'}]}]","Instead of trying to make a sugar solution, this liquid nectar is so much better and it does not contain red dye. Another plus compared to other products","[{'overall_score': 'positive', 'aspects': ['sugar', 'solution', 'nectar', 'dye', 'products'], 'sentiments': [{'word': 'better', 'sentiment': 'positive'}]}]","['mess', 'sugar', 'solution', 'nectar', 'dye', 'products']"
Love!!,"[{'overall_score': 'positive', 'aspects': ['love'], 'sentiments': [{'word': 'love', 'sentiment': 'positive'}]}]","I just repurchased this. The first one lasted me about 2 years with daily use. The alarm stopped working one day, but in all fairness, I did drop it a bunch of times :/ I love waking up to the light and the alarm music is not insanely annoying, but peaceful. I put it across the room so I'm facing the ""sunrise."" I'll probably always have one of these, and will more than likely stick with this brand.","[{'overall_score': 'positive', 'aspects': ['i', 'one', 'years', 'use', 'alarm', 'day', 'fairness', 'i', 'bunch', 'times', '/', 'i', 'light', 'alarm', 'music', 'i', 'room', 'sunrise', 'i', 'brand'], 'sentiments': [{'word': 'alarm', 'sentiment': 'negative'}, {'word': 'fairness', 'sentiment': 'positive'}, {'word': 'love', 'sentiment': 'positive'}, {'word': 'alarm', 'sentiment': 'negative'}, {'word': 'insanely', 'sentiment': 'negative'}, {'word': 'annoying', 'sentiment': 'negative'}, {'word': 'peaceful', 'sentiment': 'positive'}]}]","['love', 'i', 'one', 'years', 'use', 'alarm', 'day', 'fairness', 'i', 'bunch', 'times', '/', 'i', 'light', 'alarm', 'music', 'i', 'room', 'sunrise', 'i', 'brand']"
Great,"[{'overall_score': 'positive', 'aspects': [], 'sentiments': [{'word': 'great', 'sentiment': 'positive'}]}]",Loved them.,"[{'overall_score': 'positive', 'aspects': [], 'sentiments': [{'word': 'loved', 'sentiment': 'positive'}]}]",[]
Very well,"[{'overall_score': 'positive', 'aspects': [], 'sentiments': [{'word': 'well', 'sentiment': 'positive'}]}]",Very good,"[{'overall_score': 'positive', 'aspects': [], 'sentiments': [{'word': 'good', 'sentiment': 'positive'}]}]",[]
It really fits to your size.,"[{'overall_score': 'positive', 'aspects': ['size'], 'sentiments': []}]","Excellent for meeting, going to work, going to a friendly gathering, going to a restaurant extra....","[{'overall_score': 'positive', 'aspects': ['excellent', 'meeting', 'gathering', 'restaurant', 'extra', '....'], 'sentiments': [{'word': 'excellent', 'sentiment': 'positive'}, {'word': 'work', 'sentiment': 'positive'}, {'word': 'friendly', 'sentiment': 'positive'}]}]","['size', 'excellent', 'meeting', 'gathering', 'restaurant', 'extra', '....']"
h,"[{'overall_score': 'neutral', 'aspects': ['h'], 'sentiments': []}]",I love the lashes ????,"[{'overall_score': 'neutral', 'aspects': ['i', 'lashes'], 'sentiments': [{'word': 'love', 'sentiment': 'positive'}]}]","['h', 'i', 'lashes']"
Sizing is strange,"[{'overall_score': 'negative', 'aspects': ['sizing'], 'sentiments': [{'word': 'strange', 'sentiment': 'negative'}]}]","I purchased a 2x, which is what I normally wear. The bottom part fit perfectly, the top however, is a mess. I'm pretty busty (40DD), and I don't fill it out. It also shifts to the side so much I think its sewn incorrectly! The dress is quite beautiful, but I don't know how I'm going to fix the issue with the top.","[{'overall_score': 'negative', 'aspects': ['i', 'i', 'part', 'fit', 'mess', 'busty', 'i', 'side', 'i', 'sewn', 'dress', 'i', 'issue', 'top'], 'sentiments': [{'word': 'perfectly', 'sentiment': 'positive'}, {'word': 'top', 'sentiment': 'positive'}, {'word': 'mess', 'sentiment': 'negative'}, {'word': 'pretty', 'sentiment': 'positive'}, {'word': 'incorrectly', 'sentiment': 'negative'}, {'word': 'beautiful', 'sentiment': 'positive'}, {'word': 'issue', 'sentiment': 'negative'}, {'word': 'top', 'sentiment': 'positive'}]}]","['sizing', 'i', 'i', 'part', 'fit', 'mess', 'busty', 'i', 'side', 'i', 'sewn', 'dress', 'i', 'issue', 'top']"
Easy to Use,"[{'overall_score': 'positive', 'aspects': [], 'sentiments': [{'word': 'easy', 'sentiment': 'positive'}]}]","Super easy to use!  Small, portable!","[{'overall_score': 'positive', 'aspects': ['easy'], 'sentiments': [{'word': 'super', 'sentiment': 'positive'}, {'word': 'easy', 'sentiment': 'positive'}, {'word': 'portable', 'sentiment': 'positive'}]}]",['easy']
Adequate when assembled.,"[{'overall_score': 'neutral', 'aspects': ['adequate'], 'sentiments': [{'word': 'adequate', 'sentiment': 'positive'}]}]","Product did not come with all parts, had to wait a week to get other parts. Also instructions for assembly were not good.","[{'overall_score': 'negative', 'aspects': ['product', 'parts', 'week', 'parts', 'instructions', 'assembly'], 'sentiments': [{'word': 'good', 'sentiment': 'positive'}]}]","['adequate', 'product', 'parts', 'week', 'parts', 'instructions', 'assembly']"
Comfortable and stays in place.,"[{'overall_score': 'positive', 'aspects': ['stays', 'place'], 'sentiments': [{'word': 'comfortable', 'sentiment': 'positive'}]}]",I have medium length thin hair that I like to twist up on the back of my head. This holds it nicely and comfortably and actually closes all the way over the twist so it doesn't fall down. It is also more comfortable if I have to lean my head back than some of the other clips.,"[{'overall_score': 'positive', 'aspects': ['i', 'length', 'hair', 'back', 'head', 'way', 'twist', 'i', 'head', 'clips'], 'sentiments': [{'word': 'like', 'sentiment': 'positive'}, {'word': 'twist', 'sentiment': 'negative'}, {'word': 'nicely', 'sentiment': 'positive'}, {'word': 'comfortably', 'sentiment': 'positive'}, {'word': 'twist', 'sentiment': 'negative'}, {'word': 'fall', 'sentiment': 'negative'}, {'word': 'comfortable', 'sentiment': 'positive'}, {'word': 'lean', 'sentiment': 'positive'}]}]","['stays', 'place', 'i', 'length', 'hair', 'back', 'head', 'way', 'twist', 'i', 'head', 'clips']"
Nice,"[{'overall_score': 'positive', 'aspects': [], 'sentiments': [{'word': 'nice', 'sentiment': 'positive'}]}]",Great product. Fast delivery. Will buy again,"[{'overall_score': 'positive', 'aspects': ['product', 'delivery'], 'sentiments': [{'word': 'great', 'sentiment': 'positive'}, {'word': 'fast', 'sentiment': 'positive'}]}]","['product', 'delivery']"
"Easy to install, fast shipping","[{'overall_score': 'positive', 'aspects': ['shipping'], 'sentiments': [{'word': 'easy', 'sentiment': 'positive'}, {'word': 'fast', 'sentiment': 'positive'}]}]",We love ordering from Waterdrop. It’s so easy to find the filter that fits our fridge and the quick shipping is incredible. I cannot believe how much Samsung charges for filters so being able to buy two at half the price of one is AMAZING. We will absolutely keep ordering from waterdrop!,"[{'overall_score': 'positive', 'aspects': ['waterdrop', 'filter', 'fridge', 'shipping', 'i', 'samsung', 'charges', 'filters', 'price', 'waterdrop'], 'sentiments': [{'word': 'love', 'sentiment': 'positive'}, {'word': 'easy', 'sentiment': 'positive'}, {'word': 'incredible', 'sentiment': 'positive'}, {'word': 'amazing', 'sentiment': 'positive'}]}]","['shipping', 'waterdrop', 'filter', 'fridge', 'shipping', 'i', 'samsung', 'charges', 'filters', 'price', 'waterdrop']"
Love ❤️ these rings,"[{'overall_score': 'positive', 'aspects': ['❤️', 'rings'], 'sentiments': [{'word': 'love', 'sentiment': 'positive'}]}]","I love these rings, great quality and beautifully crafted","[{'overall_score': 'positive', 'aspects': ['i', 'rings', 'quality'], 'sentiments': [{'word': 'love', 'sentiment': 'positive'}, {'word': 'great', 'sentiment': 'positive'}, {'word': 'beautifully', 'sentiment': 'positive'}]}]","['❤️', 'rings', 'i', 'rings', 'quality']"
